pmcid,title,abstract,publication_date,keywords,journal,doi,author
27898717,Gene-Based Genome-Wide Association Analysis in European and Asian Populations Identified Novel Genes for Rheumatoid Arthritis.,"Rheumatoid arthritis (RA) is a complex autoimmune disease. Using a gene-based association research strategy, the present study aims to detect unknown susceptibility to RA and to address the ethnic differences in genetic susceptibility to RA between European and Asian populations.",2017-07-18,"Adult, Aged, Arthritis, Rheumatoid, Asian Continental Ancestry Group, Biomarkers, Case-Control Studies, European Continental Ancestry Group, Female, Gene Regulatory Networks, Genome-Wide Association Study, Genotype, Humans, Male, Middle Aged, Polymorphism, Single Nucleotide, Young Adult",PLoS One,,Zhu
27886269,In silico clustering of Salmonella global gene expression data reveals novel genes co-regulated with the SPI-1 virulence genes through HilD.,"A wide variety of Salmonella enterica serovars cause intestinal and systemic infections to humans and animals. Salmonella Patogenicity Island 1 (SPI-1) is a chromosomal region containing 39 genes that have crucial virulence roles. The AraC-like transcriptional regulator HilD, encoded in SPI-1, positively controls the expression of the SPI-1 genes, as well as of several other virulence genes located outside SPI-1. In this study, we applied a clustering method to the global gene expression data of S. enterica serovar Typhimurium from the COLOMBOS database; thus genes that show an expression pattern similar to that of SPI-1 genes were selected. This analysis revealed nine novel genes that are co-expressed with SPI-1, which are located in different chromosomal regions. Expression analyses and protein-DNA interaction assays showed regulation by HilD for six of these genes: gtgE, phoH, sinR, SL1263 (lpxR) and SL4247 were regulated directly, whereas SL1896 was regulated indirectly. Interestingly, phoH is an ancestral gene conserved in most of bacteria, whereas the other genes show characteristics of genes acquired by Salmonella. A role in virulence has been previously demonstrated for gtgE, lpxR and sinR. Our results further expand the regulon of HilD and thus identify novel possible Salmonella virulence genes.",2018-06-01,"Animals, Bacterial Proteins, Chromosome Mapping, Computational Biology, Computer Simulation, Gene Expression Profiling, Gene Expression Regulation, Bacterial, Gene Regulatory Networks, Humans, Salmonella typhimurium, Transcription Factors, Virulence Factors",Sci Rep,,Martínez-Flores
28572585,Gene-body CG methylation and divergent expression of duplicate genes in rice.,"Gene and genome duplication fosters genetic novelty, but redundant gene copies would undergo mutational decay unless preserved via selective or neutral forces. Molecular mechanisms mediating duplicate preservation remain incompletely understood. Several recent studies showed an association between DNA methylation and expression divergence of duplicated genes and suggested a role of epigenetic mechanism in duplicate retention. Here, we compare genome-wide gene-body CG methylation (BCGM) and duplicate gene expression between a rice mutant null for OsMet1-2(a major CG methytransferase in rice) and its isogenic wild-type. We demonstrate a causal link between BCGM divergence and expression difference of duplicate copies. Interestingly, the higher- and lower-expressing copies of duplicates as separate groups show broadly different responses with respect to direction of expression alteration upon loss of BCGM. A role for BCGM in conditioning expression divergence between copies of duplicates generally holds for duplicates generated by whole genome duplication (WGD) or by small-scale duplication processes. However, differences are evident among these categories, including a higher proportion of WGD duplicates manifesting expression alteration, and differential propensities to lose BCGM by the higher- and lower-expression copies in the mutant. Together, our results support the notion that differential epigenetic marking may facilitate long-term retention of duplicate genes.",2018-12-14,"DNA Methylation, Epigenesis, Genetic, Evolution, Molecular, Genes, Duplicate, Genes, Plant, Oryza",Sci Rep,,Wang
26320842,Susceptibility Genes for Multiple Sclerosis Identified in a Gene-Based Genome-Wide Association Study.,Multiple sclerosis (MS) is a demyelinating and inflammatory disease of the central nervous system. The aim of this study was to identify more genes associated with MS.,2015-10-01,,J Clin Neurol,,Lin
23494636,Screening key genes and pathways in glioma based on gene set enrichment analysis and meta-analysis.,"Glioma is a highly invasive, rapidly spreading form of brain cancer, while its etiology is largely unknown. A few recently reported studies have been developed using gene expression microarrays of glioma to identify differentially expressed genes from several to hundreds. This study was designed to analyze vast amounts of glioma-related microarray data and screen the key genes and pathways related to the development and progression of glioma. We used gene set enrichment analysis (GSEA) and meta-analysis of seven included studies after standardized microarray preprocessing, which increased concordance between these gene datasets. After GSEA, there were 14 mixing pathways including 13 up- and 1 down-regulated pathways. Based on the meta-analysis, 268 significant genes were screened out (P < 0.05); there were 249 genes identified by Kyoto Encyclopedia of Genes and Genomes (KEGG), and 27 KEGG pathways closely related to the set of the imported genes were identified. At last, six consistent pathways and key genes in these pathways related to glioma were obtained with combined GSEA and meta-analysis. The gene pathways that we identified could provide insight concerning the development of glioma. Further studies are needed to determine the biological function for the positive genes.",2013-12-05,"Brain Neoplasms, Gene Expression Profiling, Gene Regulatory Networks, Genes, Neoplasm, Glioma, Humans",J Mol Neurosci,10.1007/s12031-013-9981-z,Tang
30213980,G2Vec: Distributed gene representations for identification of cancer prognostic genes.,"Identification of cancer prognostic genes is important in that it can lead to accurate outcome prediction and better therapeutic trials for cancer patients. Many computational approaches have been proposed to achieve this goal; however, there is room for improvement. Recent developments in deep learning techniques can aid in the identification of better prognostic genes and more accurate outcome prediction, but one of the main problems in the adoption of deep learning for this purpose is that data from cancer patients have too many dimensions, while the number of samples is relatively small. In this study, we propose a novel network-based deep learning method to identify prognostic gene signatures via distributed gene representations generated by G2Vec, which is a modified Word2Vec model originally used for natural language processing. We applied the proposed method to five cancer types including liver cancer and showed that G2Vec outperformed extant feature selection methods, especially for small number of samples. Moreover, biomarkers identified by G2Vec was useful to find significant prognostic gene modules associated with hepatocellular carcinoma.",2019-11-04,"Algorithms, Biomarkers, Tumor, Carcinoma, Hepatocellular, Computational Biology, Deep Learning, Gene Expression Profiling, Gene Regulatory Networks, Humans, Neoplasms, Oncogenes, Prognosis",Sci Rep,,Choi
27994956,Identifying suitable reference genes for gene expression analysis in developing skeletal muscle in pigs.,"The selection of suitable reference genes is crucial to accurately evaluate and normalize the relative expression level of target genes for gene function analysis. However, commonly used reference genes have variable expression levels in developing skeletal muscle. There are few reports that systematically evaluate the expression stability of reference genes across prenatal and postnatal developing skeletal muscle in mammals. Here, we used quantitative PCR to examine the expression levels of 15 candidate reference genes (",,,PeerJ,,Niu
32084215,Weighted gene co-expression network analysis identified six hub genes associated with rupture of intracranial aneurysms.,"Intracranial aneurysms (IAs) are characterized by localized dilation or ballooning of a cerebral artery. When IAs rupture, blood leaks into the space around the brain to create a subarachnoid hemorrhage. The latter is associated with a higher risk of disability and mortality. The aims of this study were to gain greater insight into the pathogenesis of ruptured IAs, and to clarify whether identified hub genes represent potential biological markers for assessing the likelihood of IA progression and rupture. Briefly, the GSE36791 and GSE73378 datasets from the National Center of Biotechnology Information Gene Expression Omnibus database were reanalyzed and subjected to a weighted gene co-expression network analysis to test the association between gene sets and clinical features. The clinical significance of these genes as potential biomarkers was also examined, with their expression validated by quantitative real-time PCR. A total of 14 co-expression modules and 238 hub genes were identified. In particular, three modules (labeled turquoise, blue, and brown) were found to highly correlate with IA rupture events. Additionally, six potential biomarkers were identified (BASP1, CEBPB, ECHDC2, GZMK, KLHL3, and SLC2A3), which are strongly associated with the progression and rupture of IAs. Taken together, these findings provide novel insights into potential molecular mechanisms responsible for IAs and they highlight the potential for these particular genes to serve as biomarkers for monitoring IA rupture.",2020-05-11,"Aneurysm, Ruptured, Female, Gene Expression Profiling, Gene Regulatory Networks, Humans, Intracranial Aneurysm, Male, Middle Aged, Molecular Sequence Annotation",PLoS One,,Wang
30359739,Identification of novel C-repeat binding factor (CBF) genes in rye (Secale cereale L.) and expression studies.,"Although rye is one of the most cold-tolerant species among temperate cereals, its huge and complex genome has prevented us from identifying agronomically useful genes. However, advances in high-throughput sequencing technology are making it increasingly possible to investigate its genome. The C-repeat binding factor (CBF) gene family controls cold tolerance in plants and its members are well conserved among eudicots and monocots, among which there are diverse homologs. Despite its large genome, only a small number of CBF genes have been identified in rye. In this study, we explored high-throughput sequencing data of the rye genome and identified 12 novel CBF genes. Sequence analyses revealed that these genes contain signature sequences of the CBF family. Chromosomal localization of the genes by PCR using wheat-rye addition lines showed that most of these are located on the long arm of chromosome 5, but also on the long arm of chromosomes 2 and 6. On the basis of comparative analyses of CBF family members in the Triticeae, CBF proteins were divided into several groups according to phylogenetic relationship and conserved motifs. Light is essential to fully induce CBF gene expression and there is specificity in the response to different types of abiotic stresses in ScCBF genes. The results of our study will assist investigations of CBF genes in the Triticeae and the mechanism of cold tolerance through the CBF-dependent pathway in plants.",2019-01-07,"Acclimatization, Alleles, Chromosome Mapping, Chromosomes, Plant, Cold Temperature, DNA, Plant, Genes, Plant, High-Throughput Nucleotide Sequencing, Phylogeny, Secale, Sequence Analysis, DNA, Transcriptome, Triticum",Gene,10.1016/j.gene.2018.10.055,Jung
29658574,Screening for implicated genes in colorectal cancer using whole‑genome gene expression profiling.,"To identify biologically relevant genes associated with the pathogenesis of colorectal cancer (CRC), genome wide expression profiles of 17 pairs of CRC tumor and adjacent tissues, previously published in a DNA microarray study, were analyzed. Cytoscape, String tools and DAVID tools were used to investigate the biological pathways encoded by the genes identified as being either upregulated or downregulated in CRC, to determine protein‑protein interactions and to identify potential hub genes associated with CRC. As a result, a total of 3,264 genes were identified as being differentially expressed in CRC and adjacent tissues, including 1,594 downregulated and 1,670 upregulated genes. Furthermore, 306 genes were revealed to be clustered in a complex interaction network, and the top 20 hub genes in this network were determined by application of the Matthews Correlation Coefficient algorithm. In addition, the patterns of the expression levels of the 20 hub genes were investigated using reverse transcription‑quantitative polymerase chain reaction. Gene Ontology analysis revealed that four of the 20 hub genes encoded small subunit processome components (UTP3 small subunit processome component; UTP14 small subunit processome component; UTP 18 small subunit processome component; and UTP20 small subunit processome component) and a further four encoded WD repeat domains (WD repeat‑containing protein 3, WD repeat domain 12, WD repeat‑containing protein 43 and WD repeat‑containing protein 75). In conclusion, the present DNA microarray study identified genes involved in the pathogenesis of CRC. Furthermore, it was revealed that hub genes identified from among the total identified upregulated and downregulated genes in CRC encoding subunit processome components and WD repeat domains may represent novel target molecules for future treatments of CRC.",2018-09-26,"Adult, Biomarkers, Tumor, Colorectal Neoplasms, Computational Biology, Databases, Genetic, Early Detection of Cancer, Female, Gene Expression Profiling, Gene Expression Regulation, Neoplastic, Humans, Male, Middle Aged, Protein Interaction Mapping, Protein Interaction Maps, Reproducibility of Results, Transcriptome",Mol Med Rep,,Sun
26509446,Validation of Reference Genes for Accurate Normalization of Gene Expression in Lilium davidii var. unicolor for Real Time Quantitative PCR.,"Lilium is an important commercial market flower bulb. qRT-PCR is an extremely important technique to track gene expression levels. The requirement of suitable reference genes for normalization has become increasingly significant and exigent. The expression of internal control genes in living organisms varies considerably under different experimental conditions. For economically important Lilium, only a limited number of reference genes applied in qRT-PCR have been reported to date. In this study, the expression stability of 12 candidate genes including α-TUB, β-TUB, ACT, eIF, GAPDH, UBQ, UBC, 18S, 60S, AP4, FP, and RH2, in a diverse set of 29 samples representing different developmental processes, three stress treatments (cold, heat, and salt) and different organs, has been evaluated. For different organs, the combination of ACT, GAPDH, and UBQ is appropriate whereas ACT together with AP4, or ACT along with GAPDH is suitable for normalization of leaves and scales at different developmental stages, respectively. In leaves, scales and roots under stress treatments, FP, ACT and AP4, respectively showed the most stable expression. This study provides a guide for the selection of a reference gene under different experimental conditions, and will benefit future research on more accurate gene expression studies in a wide variety of Lilium genotypes. ",2016-06-15,"Computational Biology, Gene Expression Profiling, Gene Expression Regulation, Plant, Genes, Plant, Lilium, Real-Time Polymerase Chain Reaction, Reproducibility of Results, Stress, Physiological",PLoS One,,Li
28119710,Artificial MicroRNA-Based Specific Gene Silencing of Grain Hardness Genes in Polyploid Cereals Appeared to Be Not Stable Over Transgenic Plant Generations.,"Gene silencing by RNA interference is a particularly important tool in the study of gene function in polyploid cereal species for which the collections of natural or induced mutants are very limited. Previously we have been testing small interfering RNA-based approach of gene silencing in wheat and triticale. In this research, artificial microRNAs (amiRs) were studied in the same species and the same target genes to compare effectiveness of both gene silencing pathways. amiR cassettes were designed to silence ",,,Front Plant Sci,,Gasparis
28373664,"Identification of genes related to salt stress tolerance using intron-length polymorphic markers, association mapping and virus-induced gene silencing in cotton.","Intron length polymorphisms (ILPs), a type of gene-based functional marker, could themselves be related to the particular traits. Here, we developed a genome-wide cotton ILPs based on orthologs annotation from two sequenced diploid species, A-genome Gossypium arboreum and D-genome G. raimondii. We identified 10,180 putative ILP markers from 5,021 orthologous genes. Among these, 535 ILP markers from 9 gene families related to stress were selected for experimental verification. Polymorphic rates were 72.71% between G. arboreum and G. raimondii and 36.45% between G. hirsutum acc. TM-1 and G. barbadense cv. Hai7124. Furthermore, 14 polymorphic ILP markers were detected in 264 G. hirsutum accessions. Coupled with previous simple sequence repeats (SSRs) evaluations and salt tolerance assays from the same individuals, we found a total of 25 marker-trait associations involved in nine ILPs. The nine genes, temporally named as C1 to C9, showed the various expressions in different organs and tissues, and five genes (C3, C4, C5, C7 and C9) were significantly upregulated after salt treatment. We verified that the five genes play important roles in salt tolerance. Particularly, silencing of C4 (encodes WRKY DNA-binding protein) and C9 (encodes Mitogen-activated protein kinase) can significantly enhance cotton susceptibility to salt stress.",2018-08-30,"Chromosome Mapping, Computational Biology, Diploidy, Gene Silencing, Genes, Plant, Genetic Markers, Genome, Plant, Genome-Wide Association Study, Genomics, Gossypium, Introns, Phenotype, Polymorphism, Genetic, Polyploidy, Salt Tolerance, Stress, Physiological",Sci Rep,,Cai
32019196,Distribution of Medically Relevant Antibiotic Resistance Genes and Mobile Genetic Elements in Soils of Temperate Forests and Grasslands Varying in Land Use.,"Antibiotic-resistant pathogens claim the lives of thousands of people each year and are currently considered as one of the most serious threats to public health. Apart from clinical environments, soil ecosystems also represent a major source of antibiotic resistance determinants, which can potentially disseminate across distinct microbial habitats and be acquired by human pathogens via horizontal gene transfer. Therefore, it is of global importance to retrieve comprehensive information on environmental factors, contributing to an accumulation of antibiotic resistance genes and mobile genetic elements in these ecosystems. Here, medically relevant antibiotic resistance genes, class 1 integrons and IncP-1 plasmids were quantified via real time quantitative PCR in soils derived from temperate grasslands and forests, varying in land use over a large spatial scale. The generated dataset allowed an analysis, decoupled from regional influences, and enabled the identification of land use practices and soil characteristics elevating the abundance of antibiotic resistance genes and mobile genetic elements. In grassland soils, the abundance of the macrolide resistance gene ",,,Genes (Basel),,Willms
29882491,Molecular Characterization of Eye Pigmentation-Related ABC Transporter Genes in the Ladybird Beetle Harmonia axyridis Reveals Striking Gene Duplication of the white Gene.,"Many species of ladybird beetles (Coccinellidae) possess vivid body colors. These colors and patterns show diversity between coccinellid species, or even within species. However, the molecular underpinnings of these striking body colors are scarcely understood. One of the candidate pigmentation molecules responsible for ladybird body color is ommochrome pigment, which is well known as the red pigment molecule responsible for the red eyes of Drosophila. Various insects also use ommochrome in body coloration. It is known that ommochrome pigment precursors are imported into appropriate cells by the ATP binding cassette (ABC) transporter proteins White and Scarlet. Thus, these ABC transporter genes are potentially involved in various color and pattern expressions seen in ladybird beetle species. In this study, in order to identify the repertory of ABC transporter genes responsible for such body colors, we performed molecular characterization of pigment-related ABC transporter genes, especially white and scarlet, in the coccinellid Harmonia axyridis. By using whole genome data for H. axyridis and subsequent RACE-PCR, six white orthologs and one scarlet ortholog were successfully identified. According to the results of functional analyses via RNA interference (RNAi), only one of these genes had a major function in eye pigmentation. Specific effects on body color and pattern were not detected by our RNAi experiments of any of these genes. This is the first report of this striking duplication of white genes and their functional analyses in insects.",2019-04-23,"ATP-Binding Cassette Transporters, Animals, Coleoptera, Gene Duplication, Gene Expression Regulation, Ocular Physiological Phenomena, Pigmentation, Pigments, Biological",Zoolog Sci,10.2108/zs170166,Tsuji
29257295,Identification of key pathogenic genes of sepsis based on the Gene Expression Omnibus database.,"Sepsis is a life-threatening condition in which an uncontrolled inflammatory host response is triggered. The exact pathogenesis of sepsis remains unclear. The aim of the present study was to identify key genes that may aid in the diagnosis and treatment of sepsis. mRNA expression data from blood samples taken from patients with sepsis and healthy individuals was downloaded from the Gene Expression Omnibus database and differentially expressed genes (DEGs) between the two groups were identified. Gene Ontology and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analysis, and protein‑protein interaction (PPI) network construction, was performed to investigate the function of the identified DEGs. Furthermore, for validation of these results, the expression levels of several DEGs were analyzed by reverse transcription quantitative‑polymerase chain reaction (RT‑qPCR) in three patients with sepsis and three healthy blood samples to support the results obtained from the bioinformatics analysis. Receiver operating characteristic analyses were also used to analyze the diagnostic ability of the identified DEGs for sepsis. The results demonstrated that a total of 4,402 DEGs, including 1,960 upregulated and 2,442 downregulated genes, were identified between patients with sepsis and healthy individuals. KEGG pathway analysis revealed that 39 DEGs were significantly enriched in toll‑like receptor signaling pathways. The top 20 upregulated and downregulated DEGs were used to construct the PPI network. Hub genes with high degrees, including interleukin 1 receptor‑associated kinase 3 (IRAK3), S100 calcium‑binding protein (S100)A8, angiotensin II receptor‑associated protein (AGTRAP) and S100A9, were demonstrated to be associated sepsis. Furthermore, RT‑qPCR results demonstrated that IRAK3, adrenomedullin (ADM), arachidonate 5‑lipoxygenase (ALOX5), matrix metallopeptidase 9 (MMP9) and S100A8 were significantly upregulated, while ectonucleoside triphosphate diphosphohydrolase 1 (ENTPD1) was upregulated but not significantly, in blood samples from patients with sepsis compared with healthy individuals, which was consistent with bioinformatics analysis results. Therefore, AGTRAP, IRAK3, ADM, ALOX5, MMP9, S100A8 and ENTPD1 were identified to have potential diagnostic value in sepsis. In conclusion, dysregulated levels of the AGTRAP, IRAK3, ADM, ALOX5, MMP9, S100A8 and ENTPD1 genes may be involved in sepsis pathophysiology and may be utilized as potential diagnostic biomarkers or therapeutic targets.",2018-08-20,"Computational Biology, Databases, Genetic, Down-Regulation, Gene Expression Profiling, Gene Ontology, Gene Regulatory Networks, Humans, Protein Interaction Maps, RNA, Messenger, Sepsis, Signal Transduction, Up-Regulation",Mol Med Rep,,Lu
28986317,Acute hypoxia stress induced abundant differential expression genes and alternative splicing events in heart of tilapia.,"Hypoxia is one of the critical environmental stressors for fish in aquatic environments. Although accumulating evidences indicate that gene expression is regulated by hypoxia stress in fish, how genes undergoing differential gene expression and/or alternative splicing (AS) in response to hypoxia stress in heart are not well understood. Using RNA-seq, we surveyed and detected 289 differential expressed genes (DEG) and 103 genes that undergo differential usage of exons and splice junctions events (DUES) in heart of a hypoxia tolerant fish, Nile tilapia, Oreochromis niloticus following 12h hypoxic treatment. The spatio-temporal expression analysis validated the significant association of differential exon usages in two randomly selected DUES genes (fam162a and ndrg2) in 5 tissues (heart, liver, brain, gill and spleen) sampled at three time points (6h, 12h, and 24h) under acute hypoxia treatment. Functional analysis significantly associated the differential expressed genes with the categories related to energy conservation, protein synthesis and immune response. Different enrichment categories were found between the DEG and DUES dataset. The Isomerase activity, Oxidoreductase activity, Glycolysis and Oxidative stress process were significantly enriched for the DEG gene dataset, but the Structural constituent of ribosome and Structural molecule activity, Ribosomal protein and RNA binding protein were significantly enriched only for the DUES genes. Our comparative transcriptomic analysis reveals abundant stress responsive genes and their differential regulation function in the heart tissues of Nile tilapia under acute hypoxia stress. Our findings will facilitate future investigation on transcriptome complexity and AS regulation during hypoxia stress in fish.",2017-12-27,"Alternative Splicing, Animals, Exons, Gene Expression, High-Throughput Nucleotide Sequencing, Hypoxia, Stress, Physiological, Tilapia",Gene,10.1016/j.gene.2017.10.002,Xia
28476574,"Association of gene variants of transcription factors PPARγ, RUNX2, Osterix genes and COL2A1, IGFBP3 genes with the development of osteonecrosis of the femoral head in Chinese population.","The molecular pathogenesis of osteonecrosis of the femoral head (ONFH) has been remained obscure so that its prevalence has been increasing in recent decades. Different transcription factors play critical roles in maintaining the balance between osteogenesis and adipogenesis. However, it has been unclear that the genes variants of the transcription factors exert the effects on the imbalance between steogenesis and adipogenesis during the development of ONFH. Here, we selected the 11SNPs from steogenesis, adipogenesis-specific transcription factors RUNX2, Osterix, and PPARγ genes, chondrogenesis or adipogenesis key factors COL2A1, IGFBP3 genes and analysed the genotypes, alleles, haplotypes and their association with the risk and clinical phenotypes of ONFH through Mass ARRAY® platformin in 200 ONFH patients and 177controls. The patients with ONFH (132 males, 68 females; age: 53.46±11.48yr) were consecutively enrolled at the Department of Orthopedics, the Second Clinical College of Jilin University, from March 2014 to June 2015 and were diagnosed and classified into 10 cases of stage II (5.6%), 54 cases of stage III (30.2%) and 115 cases (64.2%) of stage IV and alcohol-induced (71 cases (39.7%)), idiopathic (64 cases (34.0%)), and steroid-induced osteonecrosis (47 cases (26.3%)) subgroup, respectively. Our results showed that all models of logistical regression analysis, the co-dominants, dominants, and recessives of PPARγrs2920502, significantly associated with the increased risk of ONFH (p=0.004, p=0.013, p=0.016), respectively. Both the minor homozygous CC genotype and the allele C of rs2920502 were evidently correlated with the enhanced risk of ONFH (p=0.005, p=0.0005),respectively. The recessives models of IGFBP3rs2132572 (G/A) as well as RUNX2 rs3763190(G/A) were statistically associated with the higher ONFH risk, p=0.030, p=0.029, respectively; the minor homozygous(AA) of IGFBP3rs2132572 (G/A) was also related to the increased risk of bilateral hips lesions, p=0.039. Moreover, the ages on set of major homozygous(GG) and heterozygous(GT) of COL2A1rs2070739(G/A) were significantly younger than that of the minor homozygous(AA) of the SNP(p=0.008) while the A-T-G-A haplotype of COL2A1 gene revealed significant association with the decreased the risk of bilateral hip lesions, p=0.01, OR:0.258. More important, the serum HDL-c level and the ratio of LDL-c/HDL-c in the ONFH group were significantly decreased and increased compared with those of the control group (p=0.02, p=0.0001), respectively. Particularly, the CC genotype of PPARγ rs2920502 was statistically correlated with the enhanced serum TG level, p=0.011.These results suggest that the variants of PPARγ, RUNX2, COL2A1, and IGFBP3 genes closely associated with the development of ONFH.",2018-03-19,"Adult, Alleles, Asian Continental Ancestry Group, China, Collagen Type II, Core Binding Factor Alpha 1 Subunit, Female, Femur Head Necrosis, Genetic Predisposition to Disease, Genotype, Haplotypes, Heterozygote, Homozygote, Humans, Insulin-Like Growth Factor Binding Protein 3, Male, Middle Aged, PPAR gamma, Polymorphism, Single Nucleotide, Sp7 Transcription Factor",Bone,10.1016/j.bone.2017.05.002,Song
31424146,Characterization of three regulatory genes involved in enduracidin biosynthesis and improvement of enduracidin production in Streptomyces fungicidicus.,To increase enduracidin production in Streptomyces fungicidicus ATCC 31731 by overexpressing positive regulators in enduracidin biosynthesis.,2020-01-22,"Anti-Bacterial Agents, Gene Expression, Gene Expression Regulation, Bacterial, Gene Knockout Techniques, Genes, Bacterial, Genes, Regulator, Multigene Family, Peptides, Cyclic, Plasmids, Streptomyces",J Appl Microbiol,10.1111/jam.14417,Chen
28551816,3D clustering of co-regulated genes and its effect on gene expression.,"There are extensive long-distance chromosomal interactions in eukaryotic genomes, but to what extent these interactions affect gene expression is not clear. Recent works have identified several cases where clustering of co-regulated genes leads to enhanced gene expression in budding yeast. Similar phenomenon was also observed in mammalian cells. These results challenge widely held views of gene regulation in yeast and further our understanding of how the 3D organization of the genome contribute to gene regulation in eukaryotes.",2018-06-19,"Animals, Basic-Leucine Zipper Transcription Factors, Chromosomes, Fungal, Eukaryotic Cells, Galactokinase, Galactose, Gene Expression Regulation, Fungal, Humans, Isoenzymes, Multigene Family, NF-kappa B, Protein Binding, Saccharomyces cerevisiae, Saccharomyces cerevisiae Proteins, Transcription, Genetic",Curr Genet,,Du
31863665,Gene Expression Microarray Data Meta-Analysis Identifies Candidate Genes and Molecular Mechanism Associated with Clear Cell Renal Cell Carcinoma.,We aimed to explore potential molecular mechanisms of clear cell renal cell carcinoma (ccRCC) and provide candidate target genes for ccRCC gene therapy.,,,Cell J,,Wang
30646607,Network Analyses of Integrated Differentially Expressed Genes in Papillary Thyroid Carcinoma to Identify Characteristic Genes.,"Papillary thyroid carcinoma (PTC) is the most common type of thyroid cancer. Identifying characteristic genes of PTC are of great importance to reveal its potential genetic mechanisms. In this paper, we proposed a framework, as well as a measure named Normalized Centrality Measure (NCM), to identify characteristic genes of PTC. The framework consisted of four steps. First, both up-regulated genes and down-regulated genes, collectively called differentially expressed genes (DEGs), were screened and integrated together from four datasets, that is, GSE3467, GSE3678, GSE33630, and GSE58545; second, an interaction network of DEGs was constructed, where each node represented a gene and each edge represented an interaction between linking nodes; third, both traditional measures and the NCM measure were used to analyze the topological properties of each node in the network. Compared with traditional measures, more genes related to PTC were identified by the NCM measure; fourth, by mining the high-density subgraphs of this network and performing Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analysis, several meaningful results were captured, most of which were demonstrated to be associated with PTC. The experimental results proved that this network framework and the NCM measure are useful for identifying more characteristic genes of PTC.",2019-11-11,"Gene Expression Regulation, Neoplastic, Gene Regulatory Networks, Humans, Thyroid Cancer, Papillary, Thyroid Neoplasms",Genes (Basel),,Shang
26142104,Genome-wide analysis of the MYB gene family in physic nut (Jatropha curcas L.).,"The MYB proteins comprise one of the largest transcription factor families in plants, and play key roles in regulatory networks controlling development, metabolism, and stress responses. A total of 125 MYB genes (JcMYB) have been identified in the physic nut (Jatropha curcas L.) genome, including 120 2R-type MYB, 4 3R-MYB, and 1 4R-MYB genes. Based on exon-intron arrangement of MYBs from both lower (Physcomitrella patens) and higher (physic nut, Arabidopsis, and rice) plants, we can classify plant MYB genes into ten groups (MI-X), except for MIX genes which are nonexistent in higher plants. We also observed that MVIII genes may be one of the most ancient MYB types which consist of both R2R3- and 3R-MYB genes. Most MYB genes (76.8% in physic nut) belong to the MI group which can be divided into 34 subgroups. The JcMYB genes were nonrandomly distributed on its 11 linkage groups (LGs). The expansion of MYB genes across several subgroups was observed and resulted from genome triplication of ancient dicotyledons and from both ancient and recent tandem duplication events in the physic nut genome. The expression patterns of several MYB duplicates in the physic nut showed differences in four tissues (root, stem, leaf, and seed), and 34 MYB genes responded to at least one abiotic stressor (drought, salinity, phosphate starvation, and nitrogen starvation) in leaves and/or roots based on the data analysis of digital gene expression tags. Overexpression of the JcMYB001 gene in Arabidopsis increased its sensitivity to drought and salinity stresses. ",2015-12-04,"Amino Acid Sequence, Arabidopsis, Chromosomes, Plant, Droughts, Evolution, Molecular, Gene Duplication, Gene Expression Regulation, Plant, Genes, myb, Genome, Plant, Jatropha, Molecular Sequence Data, Multigene Family, Phylogeny, Plant Proteins, Plants, Genetically Modified, Proto-Oncogene Proteins c-myb, Recombinant Proteins, Salinity, Sequence Homology, Amino Acid, Species Specificity, Stress, Physiological, Tandem Repeat Sequences, Tissue Distribution",Gene,10.1016/j.gene.2015.06.072,Zhou
31599055,Two genes in a pathogenicity gene cluster encoding secreted proteins are required for appressorial penetration and infection of the maize anthracnose fungus Colletotrichum graminicola.,"To avoid pathogen-associated molecular pattern recognition, the hemibiotrophic maize pathogen Colletotrichum graminicola secretes proteins mediating the establishment of biotrophy. Targeted deletion of 26 individual candidate genes and seven gene clusters comprising 32 genes of C. graminicola identified a pathogenicity cluster (CLU5) of five co-linear genes, all of which, with the exception of CLU5b, encode secreted proteins. Targeted deletion of all genes of CLU5 revealed that CLU5a and CLU5d are required for full appressorial penetration competence, with virulence deficiencies independent of the host genotype and organ inoculated. Cytorrhysis experiments and microscopy showed that Δclu5a mutants form pressurized appressoria, but they are hampered in forming penetration pores and fail to differentiate a penetration peg. Whereas Δclu5d mutants elicited WT-like papillae, albeit at increased frequencies, papillae induced by Δclu5a mutants were much smaller than those elicited by the WT. Synteny of CLU5 is not only conserved in Colletotrichum spp. but also in additional species of Sordariomycetes including insect pathogens and saprophytes suggesting importance of CLU5 for fungal biology. Since CLU5a and CLU5d also occur in non-pathogenic fungi and since they are expressed prior to plant invasion and even in vegetative hyphae, the encoded proteins probably do not act primarily as effectors.",2020-05-11,"Colletotrichum, Fungal Proteins, Hyphae, Multigene Family, Plant Diseases, Sequence Deletion, Virulence, Zea mays",Environ Microbiol,10.1111/1462-2920.14819,Eisermann
