author,abstract
Gunupuru,"Acute myocardial infarction induces ventricular remodeling, which is implicated in dilated heart and heart failure. The pathogenical mechanism of myocardium remodeling remains to be elucidated. The aim of the present study was to identify key genes and networks for myocardium remodeling following ischemia‑reperfusion (IR). First, the mRNA expression data from the National Center for Biotechnology Information database were downloaded to identify differences in mRNA expression of the IR heart at days 2 and 7. Then, weighted gene co‑expression network analysis, hierarchical clustering, protein‑protein interaction (PPI) network, Gene Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway were used to identify key genes and networks for the heart remodeling process following IR. A total of 3,321 differentially expressed genes were identified during the heart remodeling process. A total of 6 modules were identified through gene co‑expression network analysis. GO and KEGG analysis results suggested that each module represented a different biological function and was associated with different pathways. Finally, hub genes of each module were identified by PPI network construction. The present study revealed that heart remodeling following IR is a complicated process, involving extracellular matrix organization, neural development, apoptosis and energy metabolism. The dysregulated genes, including SRC proto‑oncogene, non‑receptor tyrosine kinase, discs large MAGUK scaffold protein 1, ATP citrate lyase, RAN, member RAS oncogene family, tumor protein p53, and polo like kinase 2, may be essential for heart remodeling following IR and may be used as potential targets for the inhibition of heart remodeling following acute myocardial infarction."
Grunert,"Alternative splicing (AS) can increase transcriptome diversity, protein diversity and protein yield, and is an important mechanism to regulate plant responses to stress. Oilseed rape ("
Grunert,"The quality of Lily cut flower was determined by the quality of bulbs. During the process of vernalization and flower bud differentiation, sugar massively accumulated in the bulb, which influenced the bulb development. However, the details of sugar genes' regulation mechanism for these processes were not fully understood. Here, morphological physiology, transcriptomes and gene engineering technology were used to explore this physiological change. Seventy-two genes of 25 kinds of sugar metabolism-related genes were annotated after re-analyzing transcriptome data of Oriental hybrid lily 'Sorbonne' bulbs, which were generated on Hiseq Illumina 2000. The results showed that these genes were closely related to lily bulb vernalization and development. Combining gene expression pattern with gene co-expression network, five genes (Contig5669, Contig13319, Contig7715, Contig1420 and Contig87292) were considered to be the most potential signals, and the sucrose transporter gene ("
Grunert,"Hepatocellular carcinoma (HCC) remains hard to diagnose early and cure due to a lack of accurate biomarkers and effective treatments. Hence, it is necessary to explore the tumorigenesis and tumor progression of HCC to discover new biomarkers for clinical treatment. We performed weighted gene co-expression network analysis (WGCNA) to explore hub genes that have high correlation with clinical information. In this study, we found 13 hub genes ("
Grunert,"Gene and genome duplication play important roles in the evolution of gene function. Compared to individual duplicated genes, gene clusters attract particular attention considering their frequent associations with innovation and adaptation. Here, we report for the first time the expansion of the apolipoprotein D (ApoD) ligand-transporter genes in a cluster manner specific to teleost fishes."
Gano,"Lysiphlebia japonica (Ashmead) is a predominant parasitoid of cotton-melon aphids in the fields of northern China with a proven ability to effectively control cotton aphid populations in early summer. For accurate normalization of gene expression in L. japonica using quantitative reverse transcriptase-polymerase chain reaction (RT-qPCR), reference genes with stable gene expression patterns are essential. However, no appropriate reference genes is L. japonica have been investigated to date. In the present study, 12 selected housekeeping genes from L. japonica were cloned. We evaluated the stability of these genes under various experimental treatments by RT-qPCR using four independent (geNorm, NormFinder, BestKeeper and Delta Ct) and one comparative (RefFinder) algorithm. We identified genes showing the most stable levels of expression: DIMT, 18S rRNA, and RPL13 during different stages; AK, RPL13, and TBP among sexes; EF1A, PPI, and RPL27 in different tissues, and EF1A, RPL13, and PPI in adults fed on different diets. Moreover, the expression profile of a target gene (odorant receptor 1, OR1) studied during the developmental stages confirms the reliability of the chosen selected reference genes. This study provides for the first time a comprehensive list of suitable reference genes for gene expression studies in L. japonica and will benefit subsequent genomics and functional genomics research on this natural enemy."
Gano,"Quantitative reverse transcription polymerase chain reaction (qRT-PCR) is widely used to analyze the relative gene expression level, however, the accuracy of qRT-PCR is greatly affected by the stability of reference genes, which is tissue- and environment- dependent. Therefore, choosing the most stable reference gene in a specific tissue and environment is critical to interpret gene expression patterns. Aluminum (Al), cadmium (Cd), and heat stresses are three important abiotic factors limiting soybean (Glycine max) production in southern China. To identify the suitable reference genes for normalizing the expression levels of target genes by qRT-PCR in soybean response to Al, Cd and heat stresses, we studied the expression stability of ten commonly used housekeeping genes in soybean roots and leaves under these three abiotic stresses, using five approaches, BestKeeper, Delta Ct, geNorm, NormFinder and RefFinder. We found TUA4 is the most stable reference gene in soybean root tips under Al stress. Under Cd stress, Fbox and UKN2 are the most stable reference genes in roots and leaves, respectively, while 60S is the most suitable reference gene when analyzing both roots and leaves together. For heat stress, TUA4 and UKN2 are the most stable housekeeping genes in roots and leaves, respectively, and UKN2 is the best reference gene for analysis of roots and leaves together. To validate the reference genes, we quantified the relative expression levels of six target genes that were involved in soybean response to Al, Cd or heat stresses, respectively. The expression patterns of these target genes differed between using the most and least stable reference genes, suggesting the selection of a suitable reference gene is critical for gene expression studies."
Gano,"Conidiation capacity and conidial quality are very important for the production and application of mycopesticides. Most filamentous ascomycetous fungi have two distinct patterns of conidiation. Conidiation through microcycle conidiation proceeds to more rapidly achieve a maximum of conidial yield than normal conidiation and hence is of greater merit for exploitation in mass production of fungal insect pathogens, such as Metarhizium acridum. In this study, the mechanism underlying the conidiation pattern shift in M. acridum was explored by characterization of the fungal homeobox gene MaH1. MaH1 was evidently localized to the nuclei of hyphae and transcriptionally expressed at a maximal level when conidiation began. Intriguingly, deletion of MaH1 in M. acridum resulted in a shift of normal conidiation to microcycle conidiation on one-quarter strength Sabouraud's dextrose agar medium, and hence accelerated conidiation and increased conidial yield. In the deletion mutant, moreover, conidia became larger in size and hyphae cells were shorter in length while conidial virulence and stress tolerance were not altered. As revealed by digital gene expression profiling, MaH1 controlled the shift of conidiation patterns by mediating transcription of a set of genes related to hyphal growth, cell differentiation, conidiation, and some important signaling pathways. These findings indicate that MaH1 and its downstream genes can be exploited to increase the conidial yield for more efficient production of mycopesticides."
Gano,"Osteoarthritis (OA) is the most common degenerative joint disorder worldwide. To identify more genetic signals, genome-wide association study (GWAS) has been widely used and elucidated some OA susceptibility genes. However, these susceptibility genes could only explain only a small part of heritability of OA. It is suggested that the identification of disease-related pathways may contribute to understand the genomic etiology of OA. Here, we integrated the GWAS into pathway analysis to identify novel OA risk pathways. In this study, we first selected 187 independent genetic variants identified by GWAS ("
"Fernández-Torres","Alongside with the emergent clinical trials for Machado-Joseph disease/Spinocerebellar ataxia type 3 (MJD/SCA3) comes the need to identify molecular biomarkers of disease that can be tracked throughout the trial. MJD is an autosomal dominant neurodegenerative disorder caused by expansion of a CAG repeat in the coding region of the ATXN3 gene. Previous findings indicate the potential of transcriptional alterations in blood of MJD patients as biomarkers of disease. Accurate quantification of gene expression levels by quantitative real-time PCR (qPCR) depends on data normalization, usually performed using reference genes. Because the expression level of routinely used housekeeping genes may vary in multiple biological and experimental conditions, reference gene controls should be validated in each specific experimental design. Here, we aimed to evaluate the expression behavior of five housekeeping genes previously reported as stably expressed in peripheral blood of patients from several disorders-peptidylprolyl isomerase B (PPIB), TNF receptor associated protein 1 (TRAP1), beta-2-microglobulin (B2M), 2,4-dienoyl-CoA reductase 1 (DECR1), and folylpolyglutamate synthase (FPGS). Expression levels of these five genes were assessed by qPCR in blood from MJD subjects (preataxic and patients) and matched controls. While all housekeeping genes, here studied, were stably expressed in our sets of samples, TRAP1 showed to be the most stable gene by NormFinder and BestKeeper. We, therefore, conclude that any of these genes could be used as reference gene in future qPCR studies using blood samples from MJD subjects."
"Fernández-Torres","Hundreds of genetic variants are thought to contribute to variation in asthma risk by modulating gene expression. Methods that increase the power of genome-wide association studies (GWASs) to identify risk-associated variants are needed."
"Feliubadaló","Colon cancer is one of the most commonly diagnosed malignancies and is a leading cause of cancer‑associated mortality. The aim of the present study was to investigate the molecular mechanisms underlying colon cancer and identify potentially significant genes associated with the disease using weighted gene co‑expression network analysis (WGCNA). The test datasets used were downloaded from The Cancer Genome Atlas (TCGA) database. WGCNA was applied to analyze microarray data obtained from colon adenocarcinoma samples to identify significant modules and highly associated genes. A gene co‑expression network was constructed and different gene modules were selected. Functional and pathway enrichment analyses were performed to investigate the molecular mechanisms of colon cancer. In addition, highly connected hub genes associated with the most significant module were selected for further analysis. Nine specific modules associated with colon cancer were identified, of which the turquoise module was observed to exhibit the greatest association with the disease. Pathway enrichment analysis of the turquoise module suggested that genes in the turquoise module were associated with 'RNA polymerase' and 'purine metabolism'. Furthermore, gene ontology enrichment analysis revealed the top 30 hub genes with a higher degree in the turquoise module, such as σ‑non‑opioid intracellular receptor 1, transmembrane protein 147  TMEM147) and carbamoyl‑phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase, were predominantly enriched in the biological processes 'translation' and 'gene expression'. Experimental verification demonstrated that the expression of TMEM147 in colon cancer was significantly increased compared with the control. Therefore, the results suggested that genes associated with RNA polymerase and the purine metabolic pathways may be substantially involved in the pathogenesis of colon cancer. Furthermore, TMEM147 may represent a biomarker for colon cancer."
"Feliubadaló","In recent years, identification of differentially expressed genes and sample clustering have become hot topics in bioinformatics. Principal Component Analysis (PCA) is a widely used method in gene expression data. However, it has two limitations: first, the geometric structure hidden in data, e.g., pair-wise distance between data points, have not been explored. This information can facilitate sample clustering; second, the Principal Components (PCs) determined by PCA are dense, leading to hard interpretation. However, only a few of genes are related to the cancer. It is of great significance for the early diagnosis and treatment of cancer to identify a handful of the differentially expressed genes and find new cancer biomarkers."
"Feliubadaló","Nonalcoholic fatty liver disease (NAFLD) is the most frequent liver disease and associated with a wide spectrum of hepatic disorders ranging from nonalcoholic fatty liver (NAFL) to nonalcoholic steatohepatitis (NASH), cirrhosis, and hepatocellular carcinoma (HCC). NASH is projected to become the most common indication for liver transplantation, and the annual incidence rate of NASH-related HCC is 5.29 cases per 1000 person-years. Owing to the epidemics of NAFLD and the unclear mechanism of NAFLD progression, it is important to elucidate the underlying NAFLD mechanisms in detail. NASH is mainly caused by the development of NAFL Therefore, it is also of great significance to understand the mechanism of progression from NAFL to NASH. Gene expression chip data for NAFLD and NASH were downloaded from the Gene Expression Omnibus database to identify differentially expressed genes (DEGs) between NAFLD and normal controls (called DEGs for NAFLD), as well as between NASH and normal tissue (called DEGs for NASH-Normal), and between NASH and NAFL tissue (called DEGs for NASH-NAFL). For DEGs for the NAFLD group, key genes were identified by studying the form of intersection. Potential functions of DEGs for NASH were then analyzed by gene ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment analyses. A protein-protein interaction network (PPI) was constructed using the STRING database. A total of 249 DEGs and one key gene for NAFLD were identified. For NASH-Normal, 514 DEGs and 11 hub genes were identified, three of which were closely related to the survival analysis of HCC, and potentially closely related to progression from NASH to HCC. One key gene for NASH-NAFL (AKR1B10) was identified. These genes appear to mediate the molecular mechanism underlying NAFLD and may be promising biomarkers for the presence of NASH."
"Feliubadaló","This study was aimed at identifying differentially expressed genes (DEGs) with copy number changes in gastric cancer (GC) pathogenesis. Microarray data GSE33429, including array-based comparative genomic hybridization and gene expression profiles, were obtained. DEGs were screened between GC and adjacent noncancerous tissues. Genes located at Minimum Common Regions (MCRs) were identified, and overlapped genes between DEGs and genes with amplification or deletion were identified. Gene Ontology function and pathway enrichment analysis of DEGs were performed. A protein-protein interaction network for DEGs was built, and significant modules were mined from the network. Functional annotation of genes in modules was also performed. A total of 677 up- and 583 downregulated DEGs were identified, including 37 overexpressed genes located at gained MCRs and 28 downregulated genes located at deleted MCRs. In significant modules, upregulated genes with amplification, including "
"Feliubadaló","Major depressive disorder (MDD) is one of the most common mental disorders worldwide. The aim of this study was to identify potential pathological genes in MDD."
Fahira,"Osteosarcoma is the most common type of malignant bone cancer, which often affects teenagers and young adults. The present study aimed to screen for critical genes and microRNAs (miRNAs/miRs) involved in osteosarcoma. A total of four microarray datasets (accession numbers GSE32981, GSE21257, GSE14827 and GSE14359) were downloaded from the Gene Expression Omnibus database. Following data preprocessing, module analysis was performed to identify the stable modules using the weighted gene co‑expression network analysis (WGCNA) package. The differentially expressed genes (DEGs) between metastatic samples and non‑metastatic samples were screened, followed by gene co‑expression network construction, and Gene Ontology function and Kyoto Encyclopedia of Genes and Genomes pathway analyses. Subsequently, prognosis‑associated genes were screened and a miRNA‑target gene regulatory network was constructed. Finally, the data for critical genes were validated. WGCNA analysis identified six modules; blue and yellow modules were significantly positively associated with osteosarcoma metastasis. A total of 1,613 DEGs were screened between primary tissue samples and metastatic samples. Following comparison of the genes in the two (blue and yellow) modules, a total of 166 DEGs were identified (metastatic samples vs. non‑metastatic samples). Functional enrichment analysis demonstrated that these DEGs were mainly involved in 'defense response', 'p53 signaling pathway' and 'lysosome'. By utilizing the clinical information in GSE21257, 10 critical genes associated with osteosarcoma prognosis were obtained, including CTP synthase 2 (CTPS2), tumor protein p53 inducible protein 3 (TP53I3) and solute carrier family 1 member 1 (SLC1A1). In addition, hsa‑miR‑422a and hsa‑miR‑194 were highlighted in the miRNA‑target gene network. Finally, matrix metallopeptidase 3 (MMP3) and vascular endothelial growth factor B (VEGFB) were predicted as critical genes in osteosarcoma metastasis. CTPS2, TP53I3 and SLC1A1 may serve major roles in osteosarcoma development, and hsa‑miR‑422a, hsa‑miR‑194, MMP3 and VEGFB may be associated with osteosarcoma metastasis."
Fahira,"Metacaspases (MCs) are cysteine proteases that are important for programmed cell death (PCD) in plants. In this study, we identified 89 "
Fahira,"The protease inhibitors (PIs) in plants are involved primarily in defense against pathogens and pests and in response to abiotic stresses. However, information about the PI gene families in tomato ("
Fahira,"Drought is one of the most severe threats to the growth, development and yield of plant. In order to unravel the molecular basis underlying the high tolerance of pitaya (Hylocereus undatus) to drought stress, suppression subtractive hybridization (SSH) and cDNA microarray approaches were firstly combined to identify the potential important or novel genes involved in the plant responses to drought stress. The forward (drought over drought-free) and reverse (drought-free over drought) suppression subtractive cDNA libraries were constructed using in vitro shoots of cultivar 'Zihonglong' exposed to drought stress and drought-free (control). A total of 2112 clones, among which half were from either forward or reverse SSH library, were randomly picked up to construct a pitaya cDNA microarray. Microarray analysis was carried out to verify the expression fluctuations of this set of clones upon drought treatment compared with the controls. A total of 309 expressed sequence tags (ESTs), 153 from forward library and 156 from reverse library, were obtained, and 138 unique ESTs were identified after sequencing by clustering and blast analyses, which included genes that had been previously reported as responsive to water stress as well as some functionally unknown genes. Thirty six genes were mapped to 47 KEGG pathways, including carbohydrate metabolism, lipid metabolism, energy metabolism, nucleotide metabolism, and amino acid metabolism of pitaya. Expression analysis of the selected ESTs by reverse transcriptase polymerase chain reaction (RT-PCR) corroborated the results of differential screening. Moreover, time-course expression patterns of these selected ESTs further confirmed that they were closely responsive to drought treatment. Among the differentially expressed genes (DEGs), many are related to stress tolerances including drought tolerance. Thereby, the mechanism of drought tolerance of this pitaya genotype is a very complex physiological and biochemical process, in which multiple metabolism pathways and many genes were implicated. The data gained herein provide an insight into the mechanism underlying the drought stress tolerance of pitaya, as well as may facilitate the screening of candidate genes for drought tolerance. "
Fahira,"The WRKY transcription factors, a large family of proteins in plants, are involved in multiple developmental and biological processes including response to phytohormones and abiotic stress. However, little information is available regarding the WRKY family in Eucalyptus, which has been the most widely planted hardwood trees in tropical and subtropical areas. In this study, a total of 79 WRKY genes (named as EgrWRKY1-79) were identified from the Eucalyptus grandis genome and classified into three main groups according to the phylogenetic analysis, which was further supported by their gene structure and conserved motifs. Of which, 28 EgrWRKYs were involved in tandem duplication but none for segmental duplication, indicating that tandem duplication was the main cause for the expansion of WRKY gene family in E. grandis. Subsequently, expression profiles of EgrWRKY genes in eight different tissues and in response to treatments of three hormones (SA, JA, and BR) and two abiotic stresses (salt and cold) were analyzed. The results revealed that the EgrWRKY genes had differential expression in their transcript abundance and they were differentially expressed in response to plant hormones and salt and cold stresses, suggesting their contributions to plant developmental processes as well as abiotic stresses with the involvement of hormone signaling transduction. Taken together, these findings will increase our understanding of EgrWRKY gene family involved in abiotic stresses and hormone signaling transduction, and also will provide some stress-responsive candidate EgrWRKY genes for further characterization of their functions in Eucalyptus."
Druzhinina,"The patenting of human genes has been the subject of debate for decades. While China has gradually come to play an important role in the global genomics-based testing and treatment market, little is known about Chinese scholars' perspectives on patent protection for human genes."
Druzhinina,"Investigation of sex determination system in Eriocheir sinensis is important because of sex-dimorphism in its growth traits. However, little information about the sex-related genes in embryonic development stages were exposed. To obtain more information of sex determination in Chinese mitten crab, we performed the transcriptome analysis in embryonic development stage (fertilized egg stage, cleavage stage, blastula stage, gastrula stage and heartbeat stage) of Chinese mitten crab using nextgeneration sequencing technology. Thirty-one of 32,088 annotated unigenes were identified as sex-related genes including 16 genes involved in primary sex determination in model organisms and 8 genes of SOX family and 7 genes of DMRT gene family. Heatmap based on the RPKM value in five embryonic development stages indicated that these genes were clustered into two branches. Analysis of the differentially expressed 12 genes, including 3 genes of SOX family, 3 genes of DMRT gene family and 6 genes involved in primary sex determination in model organisms, showed significantly difference between the first three periods (fertilized egg stage-cleavage stage-blastula stage) and the last two periods (gastrula stage-heartbeat stage) and all 12 genes were up-regulated after blastula stage. In conclusion, we inferred that sex determination might be initiated after blastula stage in E. sinensis. Transcriptome analysis from embryonic development stage could provide a background information for further investigation in sex determination of Eriocheir sinensis."
Druzhinina,"As an important natural enemy of aphids and other pests in agriculture, Harmonia axyridis has been widely used in classic biological control. The testis and male accessory gland (MAG) of H. axyridis are typically associated with the ability of egg-laying by multiple mating and influence mass artificial breeding for biological control. Development-related genes might impact the growth of adult testis and MAGs, but this has not yet been reported. Here, we use an integrative time-series analysis with RNA-seq in the testis and MAGs of H. axyridis adults to detect development-related genes. >10.3 Gb of clean data were obtained. All differentially expressed genes (DEG) between samples were analyzed with five databases for building a DEG annotation database. By combining previous reports, the DEG annotation database, and gene expression level changes in four different stages, the 26 DEGs related to testis and MAGs development were identified. To validate the expression profile, 15 random DEGs were chosen to perform RT-qPCR, and they were all in accordance with the RNA-Seq results. Taken together, this study established a robust pipeline for the discovery of key genes using RNA-seq and allowed for the class identification of development-related genes in the testis and MAGs for comprehensive characterization."
Druzhinina,"There are extensive long-distance chromosomal interactions in eukaryotic genomes, but to what extent these interactions affect gene expression is not clear. Recent works have identified several cases where clustering of co-regulated genes leads to enhanced gene expression in budding yeast. Similar phenomenon was also observed in mammalian cells. These results challenge widely held views of gene regulation in yeast and further our understanding of how the 3D organization of the genome contribute to gene regulation in eukaryotes."
Donadio,"Genome-wide dissection of the heat stress response (HSR) is necessary to overcome problems in crop production caused by global warming. To identify HSR genes, we profiled gene expression in two Chinese cabbage inbred lines with different thermotolerances, Chiifu and Kenshin. Many genes exhibited >2-fold changes in expression upon exposure to 0.5- 4 h at 45°C (high temperature, HT): 5.2% (2,142 genes) in Chiifu and 3.7% (1,535 genes) in Kenshin. The most enriched GO (Gene Ontology) items included 'response to heat', 'response to reactive oxygen species (ROS)', 'response to temperature stimulus', 'response to abiotic stimulus', and 'MAPKKK cascade'. In both lines, the genes most highly induced by HT encoded small heat shock proteins (Hsps) and heat shock factor (Hsf)-like proteins such as HsfB2A (Bra029292), whereas high-molecular weight Hsps were constitutively expressed. Other upstream HSR components were also up-regulated: ROS-scavenging genes like glutathione peroxidase 2 (BrGPX2, Bra022853), protein kinases, and phosphatases. Among heat stress (HS) marker genes in Arabidopsis, only exportin 1A (XPO1A) (Bra008580, Bra006382) can be applied to B. rapa for basal thermotolerance (BT) and short-term acquired thermotolerance (SAT) gene. CYP707A3 (Bra025083, Bra021965), which is involved in the dehydration response in Arabidopsis, was associated with membrane leakage in both lines following HS. Although many transcription factors (TF) genes, including DREB2A (Bra005852), were involved in HS tolerance in both lines, Bra024224 (MYB41) and Bra021735 (a bZIP/AIR1 [Anthocyanin-Impaired-Response-1]) were specific to Kenshin. Several candidate TFs involved in thermotolerance were confirmed as HSR genes by real-time PCR, and these assignments were further supported by promoter analysis. Although some of our findings are similar to those obtained using other plant species, clear differences in Brassica rapa reveal a distinct HSR in this species. Our data could also provide a springboard for developing molecular markers of HS and for engineering HS tolerant B. rapa. "
Donadio,"We aimed to identify crucial genes relevant to the development of consecutive trauma-induced sepsis.A microarray dataset was used to identify genes differentially expressed between peripheral blood samples from consecutive traumatized patients complicated with sepsis and not complicated with sepsis. The dataset GSE12624 was obtained from Gene Expression Omnibus, containing 34 peripheral blood samples from consecutive traumatized patients complicated by sepsis and 36 consecutive traumatized controls. The differentially expressed genes (DEGs) were identified using Linear Models for Microarray Data package. Then, gene ontology (GO) enrichment analysis for DEGs was performed by Onto-Express. Subsequently, the protein-protein interaction (PPI) network was constructed and pathway enrichment analysis was performed by Search Tool for the Retrieval of Interacting Genes (STRING). Furthermore, protein complexes in the PPI network were predicted by ClusterONE and validated through GO and Kyoto Encyclopedia of Genes and Genomes pathway enrichment analyses, and protein domain analysis.Totally, 446 upregulated and 447 downregulated DEGs were identified. Some DEGs were related to acyl-CoA binding (eg, ACBD6), chromosome, and centromeric region (eg, CENPN). In the PPI network, some DEGs were enriched in renin-angiotensin system (RAS, eg, AGTR1 and AGTR2). Three predicted protein complexes were validated in the PPI network. Some genes composing protein complex A were associated with cell proliferation (eg, CDC20, CCNB1, MCM4, RPA2, and PRIM2), and several genes composing protein complex F were implicated in regulation of actin cytoskeleton (eg, PFN2, ARPC2, and WASL).The results suggest that those DEGs may be crucial in the etiology of consecutive trauma-induced sepsis, and they are expected to be therapeutic targets."
Dholaniya,"Abscisic acid (ABA) is an endogenous phytohormone that plays important roles in the regulation of plant growth, development, and stress responses. The pyrabactin resistance 1-like (PYR/PYL) protein is a core regulatory component of ABA signaling networks in plants. However, no details regarding this family in "
Dholaniya,"Homeobox genes belong to a large gene group, which encodes the famous DNA-binding homeodomain that plays a key role in development and cellular differentiation during embryogenesis in animals. Here, one hundred forty-nine homeobox genes were identified from the Asian scorpion, Mesobuthus martensii (Chelicerata: Arachnida: Scorpiones: Buthidae) based on our newly assembled genome sequence with approximately 248 × coverage. The identified homeobox genes were categorized into eight classes including 82 families: 67 ANTP class genes, 33 PRD genes, 11 LIM genes, five POU genes, six SINE genes, 14 TALE genes, five CUT genes, two ZF genes and six unclassified genes. Transcriptome data confirmed that more than half of the genes were expressed in adults. The homeobox gene diversity of the eight classes is similar to the previously analyzed Mandibulata arthropods. Interestingly, it is hypothesized that the scorpion M. martensii may have two Hox clusters. The first complete genome-wide analysis of homeobox genes in Chelicerata not only reveals the repertoire of scorpion, arachnid and chelicerate homeobox genes, but also shows some insights into the evolution of arthropod homeobox genes. "
"Del Duca","Sugars are critical for plant growth and development as suppliers of carbon and energy, as signal molecules, or as solute molecules for osmotic homeostasis. Monosaccharide transporter (MST) genes are involved in various processes of plant growth and development as well as in response to abiotic stresses. However, the evolution and their roles of MST genes in growth and development and in coping with abiotic stresses in rice are poorly known. Here, we identified 64 MST genes in rice genome, which are classified into seven subfamilies: STP, PLT, AZT, ERD, pGlcT, INT, and XTPH. MST genes are not evenly distributed between chromosomes (Chrs) with a bias to Chr 3, 4, 7, and 11, which could be a result of duplication of fragments harboring MST genes. In total, 12 duplication events were found in the rice MST family, among which, two pairs were derived from fragmental duplications and ten pairs were from tandem duplications. The synonymous and nonsynonymous substitution rates of duplicate gene pairs demonstrated that the MST family was under a strong negative selection during the evolution process. Furthermore, a comprehensive expression analysis conducted in 11 different tissues, three abiotic stresses, five hormone treatments, and three sugar treatments revealed different expression patterns of MST genes and indicated diversified functions of them. Our results suggest that MST genes play important roles not only in various abiotic stresses but also in hormone and sugar responses. The present results will provide a vital insight into the functional divergence of the MST family in the future study."
Danchin,"Selection of informative genes from high dimensional gene expression data has emerged as an important research area in genomics. Many gene selection techniques have been proposed so far are either based on relevancy or redundancy measure. Further, the performance of these techniques has been adjudged through post selection classification accuracy computed through a classifier using the selected genes. This performance metric may be statistically sound but may not be biologically relevant. A statistical approach, i.e. Boot-MRMR, was proposed based on a composite measure of maximum relevance and minimum redundancy, which is both statistically sound and biologically relevant for informative gene selection. For comparative evaluation of the proposed approach, we developed two biological sufficient criteria, i.e. Gene Set Enrichment with QTL (GSEQ) and biological similarity score based on Gene Ontology (GO). Further, a systematic and rigorous evaluation of the proposed technique with 12 existing gene selection techniques was carried out using five gene expression datasets. This evaluation was based on a broad spectrum of statistically sound (e.g. subject classification) and biological relevant (based on QTL and GO) criteria under a multiple criteria decision-making framework. The performance analysis showed that the proposed technique selects informative genes which are more biologically relevant. The proposed technique is also found to be quite competitive with the existing techniques with respect to subject classification and computational time. Our results also showed that under the multiple criteria decision-making setup, the proposed technique is best for informative gene selection over the available alternatives. Based on the proposed approach, an R Package, i.e. BootMRMR has been developed and available at https://cran.r-project.org/web/packages/BootMRMR. This study will provide a practical guide to select statistical techniques for selecting informative genes from high dimensional expression data for breeding and system biology studies."
Danchin,"Salmonella enterica subsp. I serovar Enteritidis (S. Enteritidis), one of the causative agents for non-typhoidal gastrointestinal diseases in humans is an intracellular bacterium and mechanism for its invasion into host cells is critical to cause infection. The virulence of the pathogen is explained by the expression of genes located on its pathogenicity islands, mostly encoded under SPI-1 and SPI-2. However, S. Typhimurium SL1344, despite sharing ∼98% of its genome with S. Enteritidis P125109, lacks few regions of differences (ROD) that are hypothesized to impart virulence potential to S. Enteritidis. In this study, we created different mutants in the ROD9 island of S. Enteritidis, also referred as SPI-19 and identified a novel locus, SEN1005, encoding a hypothetical protein that is involved in its pathogenesis. ΔSEN1005 displayed significantly reduced entry into cultured epithelial cells as well as uptake by macrophages and failed to cause acute colitis in C57BL/6 mice at day 3 post-infection (p.i.). Additionally, the global transcriptome analysis revealed a highly repressed SPI-1 and other down-regulated genes responsible for flagellar assembly, chemotaxis and motility in the mutant which correlated with decreased invasion and abated inflammation as compared to the wild-type. Therefore, our findings revealed that ΔSEN1005 was attenuated in vitro as well as in vivo and we propose this hypothetical protein to play a role in altering the expression of genes involved in Salmonella virulence."
Crawford,"Accurate and reproducible measurement of gene transcription requires appropriate reference genes, which are stably expressed under different experimental conditions to provide normalization. Staphylococcus capitis is a human pathogen that produces biofilm under stress, such as imposed by antimicrobial agents. In this study, a set of five commonly used staphylococcal reference genes (gyrB, sodA, recA, tuf and rpoB) were systematically evaluated in two clinical isolates of Staphylococcus capitis (S. capitis subspecies urealyticus and capitis, respectively) under erythromycin stress in mid-log and stationary phases. Two public software programs (geNorm and NormFinder) and two manual calculation methods, reference residue normalization (RRN) and relative quantitative (RQ), were applied. The potential reference genes selected by the four algorithms were further validated by comparing the expression of a well-studied biofilm gene (icaA) with phenotypic biofilm formation in S. capitis under four different experimental conditions. The four methods differed considerably in their ability to predict the most suitable reference gene or gene combination for comparing icaA expression under different conditions. Under the conditions used here, the RQ method provided better selection of reference genes than the other three algorithms; however, this finding needs to be confirmed with a larger number of isolates. This study reinforces the need to assess the stability of reference genes for analysis of target gene expression under different conditions and the use of more than one algorithm in such studies. Although this work was conducted using a specific human pathogen, it emphasizes the importance of selecting suitable reference genes for accurate normalization of gene expression more generally. "
